county,year_short,candidate_votes,party,state,county_fips
METCALFE,2008,2734,REPUBLICAN,KENTUCKY,21169
METCALFE,2012,2676,REPUBLICAN,KENTUCKY,21169
METCALFE,2016,3491,REPUBLICAN,KENTUCKY,21169
METCALFE,2020,3959,REPUBLICAN,KENTUCKY,21169
MIAMI,0002,26037,REPUBLICAN,OHIO,39109
MIAMI,2004,34005,REPUBLICAN,OHIO,39109
MIAMI,2008,33417,REPUBLICAN,OHIO,39109
MIAMI,2012,34606,REPUBLICAN,OHIO,39109
MIAMI,2016,37079,REPUBLICAN,OHIO,39109
MIAMI,2020,41371,REPUBLICAN,OHIO,39109
MIAMI-DADE,0002,328808,DEMOCRAT,FLORIDA,12086
MIAMI-DADE,2004,409732,DEMOCRAT,FLORIDA,12086
MIAMI-DADE,2008,499831,DEMOCRAT,FLORIDA,12086
MIAMI-DADE,2012,541440,DEMOCRAT,FLORIDA,12086
MIAMI-DADE,2016,624146,DEMOCRAT,FLORIDA,12086
MIAMI-DADE,2020,617864,DEMOCRAT,FLORIDA,12086
MIDDLESEX,0002,404043,DEMOCRAT,MASSACHUSETTS,25017
MIDDLESEX,2000,2844,REPUBLICAN,VIRGINIA,51119
MIDDLESEX,2004,440862,DEMOCRAT,MASSACHUSETTS,25017
MIDDLESEX,2008,464484,DEMOCRAT,MASSACHUSETTS,25017
MIDDLESEX,2012,471804,DEMOCRAT,MASSACHUSETTS,25017
MIDDLESEX,2016,520360,DEMOCRAT,MASSACHUSETTS,25017
MIDDLESEX,2020,617196,DEMOCRAT,MASSACHUSETTS,25017
MIDLAND,0002,21887,REPUBLICAN,MICHIGAN,26111
MIDLAND,2000,31514,REPUBLICAN,TEXAS,48329
MIDLAND,2004,36585,REPUBLICAN,TEXAS,48329
MIDLAND,2008,36155,REPUBLICAN,TEXAS,48329
MIDLAND,2012,35689,REPUBLICAN,TEXAS,48329
MIDLAND,2016,36973,REPUBLICAN,TEXAS,48329
MIDLAND,2020,45624,REPUBLICAN,TEXAS,48329
MIFFLIN,2000,9400,REPUBLICAN,PENNSYLVANIA,42087
MIFFLIN,2004,11726,REPUBLICAN,PENNSYLVANIA,42087
MIFFLIN,2008,10929,REPUBLICAN,PENNSYLVANIA,42087
MIFFLIN,2012,11939,REPUBLICAN,PENNSYLVANIA,42087
MIFFLIN,2016,14094,REPUBLICAN,PENNSYLVANIA,42087
MIFFLIN,2020,16670,REPUBLICAN,PENNSYLVANIA,42087
MILAM,2000,4706,REPUBLICAN,TEXAS,48331
MILAM,2004,5291,REPUBLICAN,TEXAS,48331
MILAM,2008,5217,REPUBLICAN,TEXAS,48331
MILAM,2012,5481,REPUBLICAN,TEXAS,48331
MILAM,2016,6364,REPUBLICAN,TEXAS,48331
MILAM,2020,7984,REPUBLICAN,TEXAS,48331
MILLARD,2000,3850,REPUBLICAN,UTAH,49027
MILLARD,2004,4084,REPUBLICAN,UTAH,49027
MILLARD,2008,3653,REPUBLICAN,UTAH,49027
MILLARD,2012,4478,REPUBLICAN,UTAH,49027
MILLARD,2016,3860,REPUBLICAN,UTAH,49027
MILLARD,2020,5404,REPUBLICAN,UTAH,49027
MILLE LACS,0002,5223,REPUBLICAN,MINNESOTA,27095
MILLE LACS,2004,7194,REPUBLICAN,MINNESOTA,27095
MILLE LACS,2008,7049,REPUBLICAN,MINNESOTA,27095
MILLE LACS,2012,6951,REPUBLICAN,MINNESOTA,27095
MILLE LACS,2016,8340,REPUBLICAN,MINNESOTA,27095
MILLE LACS,2020,9952,REPUBLICAN,MINNESOTA,27095
MILLER,0002,7276,REPUBLICAN,ARKANSAS,05091
MILLER,2004,8448,REPUBLICAN,ARKANSAS,05091
MILLER,2008,9913,REPUBLICAN,ARKANSAS,05091
MILLER,2012,10622,REPUBLICAN,ARKANSAS,05091
MILLER,2016,11294,REPUBLICAN,ARKANSAS,05091
MILLER,2020,10176,REPUBLICAN,MISSOURI,29131
MILLS,0002,3684,REPUBLICAN,IOWA,19129
MILLS,2000,1738,REPUBLICAN,TEXAS,48333
MILLS,2004,4556,REPUBLICAN,IOWA,19129
MILLS,2008,4183,REPUBLICAN,IOWA,19129
MILLS,2012,4216,REPUBLICAN,IOWA,19129
MILLS,2016,5067,REPUBLICAN,IOWA,19129
MILLS,2020,3160,REPUBLICAN,IOWA,19129
MILWAUKEE,2000,252329,DEMOCRAT,WISCONSIN,55079
MILWAUKEE,2004,297653,DEMOCRAT,WISCONSIN,55079
MILWAUKEE,2008,319819,DEMOCRAT,WISCONSIN,55079
MILWAUKEE,2012,332438,DEMOCRAT,WISCONSIN,55079
MILWAUKEE,2016,288797,DEMOCRAT,WISCONSIN,55079
MILWAUKEE,2020,317270,DEMOCRAT,WISCONSIN,55079
MINER,2000,724,REPUBLICAN,SOUTH DAKOTA,46097
MINER,2004,810,REPUBLICAN,SOUTH DAKOTA,46097
MINER,2008,605,DEMOCRAT,SOUTH DAKOTA,46097
MINER,2012,636,REPUBLICAN,SOUTH DAKOTA,46097
MINER,2016,706,REPUBLICAN,SOUTH DAKOTA,46097
MINER,2020,787,REPUBLICAN,SOUTH DAKOTA,46097
MINERAL,0002,1227,REPUBLICAN,NEVADA,32021
MINERAL,2000,6180,REPUBLICAN,WEST VIRGINIA,54057
MINERAL,2004,7854,REPUBLICAN,WEST VIRGINIA,54057
MINERAL,2008,7616,REPUBLICAN,WEST VIRGINIA,54057
MINERAL,2012,7833,REPUBLICAN,WEST VIRGINIA,54057
MINERAL,2016,9070,REPUBLICAN,WEST VIRGINIA,54057
MINERAL,2020,10040,REPUBLICAN,WEST VIRGINIA,54057
MINGO,2000,6049,DEMOCRAT,WEST VIRGINIA,54059
MINGO,2004,5983,DEMOCRAT,WEST VIRGINIA,54059
MINGO,2008,4587,REPUBLICAN,WEST VIRGINIA,54059
MINGO,2012,6191,REPUBLICAN,WEST VIRGINIA,54059
MINGO,2016,7911,REPUBLICAN,WEST VIRGINIA,54059
MINGO,2020,8544,REPUBLICAN,WEST VIRGINIA,54059
MINIDOKA,0002,4907,REPUBLICAN,IDAHO,16067
MINIDOKA,2004,5797,REPUBLICAN,IDAHO,16067
MINIDOKA,2008,5087,REPUBLICAN,IDAHO,16067
MINIDOKA,2012,5442,REPUBLICAN,IDAHO,16067
MINIDOKA,2016,4887,REPUBLICAN,IDAHO,16067
MINIDOKA,2020,6265,REPUBLICAN,IDAHO,16067
MINNEHAHA,2000,33428,REPUBLICAN,SOUTH DAKOTA,46099
MINNEHAHA,2004,44189,REPUBLICAN,SOUTH DAKOTA,46099
MINNEHAHA,2008,39838,DEMOCRAT,SOUTH DAKOTA,46099
MINNEHAHA,2012,40342,REPUBLICAN,SOUTH DAKOTA,46099
MINNEHAHA,2016,42043,REPUBLICAN,SOUTH DAKOTA,46099
MINNEHAHA,2020,49249,REPUBLICAN,SOUTH DAKOTA,46099
MISSAUKEE,0002,4274,REPUBLICAN,MICHIGAN,26113
MISSAUKEE,2004,5055,REPUBLICAN,MICHIGAN,26113
MISSAUKEE,2008,4469,REPUBLICAN,MICHIGAN,26113
MISSAUKEE,2012,4665,REPUBLICAN,MICHIGAN,26113
MISSAUKEE,2016,5386,REPUBLICAN,MICHIGAN,26113
MISSAUKEE,2020,6648,REPUBLICAN,MICHIGAN,26113
MISSISSIPPI,0002,7107,DEMOCRAT,ARKANSAS,05093
MISSISSIPPI,2004,7593,DEMOCRAT,ARKANSAS,05093
MISSISSIPPI,2008,6976,REPUBLICAN,ARKANSAS,05093
MISSISSIPPI,2012,6603,REPUBLICAN,ARKANSAS,05093
MISSISSIPPI,2016,7061,REPUBLICAN,ARKANSAS,05093
MISSISSIPPI,2020,5042,REPUBLICAN,ARKANSAS,05093
MISSOULA,0002,21474,REPUBLICAN,MONTANA,30063
MISSOULA,2004,26983,DEMOCRAT,MONTANA,30063
MISSOULA,2008,36531,DEMOCRAT,MONTANA,30063
MISSOULA,2012,32824,DEMOCRAT,MONTANA,30063
MISSOULA,2016,31543,DEMOCRAT,MONTANA,30063
MISSOULA,2020,43357,DEMOCRAT,MONTANA,30063
MITCHELL,0002,4984,REPUBLICAN,NORTH CAROLINA,37121
MITCHELL,2000,1708,REPUBLICAN,TEXAS,48335
MITCHELL,2004,5686,REPUBLICAN,NORTH CAROLINA,37121
MITCHELL,2008,5499,REPUBLICAN,NORTH CAROLINA,37121
MITCHELL,2012,5806,REPUBLICAN,NORTH CAROLINA,37121
MITCHELL,2016,6282,REPUBLICAN,NORTH CAROLINA,37121
MITCHELL,2020,5099,REPUBLICAN,NORTH CAROLINA,37121
MOBILE,0002,78162,REPUBLICAN,ALABAMA,01097
MOBILE,2004,92014,REPUBLICAN,ALABAMA,01097
MOBILE,2008,98049,REPUBLICAN,ALABAMA,01097
MOBILE,2012,94893,REPUBLICAN,ALABAMA,01097
MOBILE,2016,95116,REPUBLICAN,ALABAMA,01097
MOBILE,2020,101243,REPUBLICAN,ALABAMA,01097
MODOC,0002,2969,REPUBLICAN,CALIFORNIA,06049
MODOC,2004,3235,REPUBLICAN,CALIFORNIA,06049
MODOC,2008,2981,REPUBLICAN,CALIFORNIA,06049
MODOC,2012,2777,REPUBLICAN,CALIFORNIA,06049
MODOC,2016,2696,REPUBLICAN,CALIFORNIA,06049
MODOC,2020,3109,REPUBLICAN,CALIFORNIA,06049
MOFFAT,0002,3840,REPUBLICAN,COLORADO,08081
MOFFAT,2004,4247,REPUBLICAN,COLORADO,08081
MOFFAT,2008,4135,REPUBLICAN,COLORADO,08081
MOFFAT,2012,4695,REPUBLICAN,COLORADO,08081
MOFFAT,2016,5305,REPUBLICAN,COLORADO,08081
MOFFAT,2020,5670,REPUBLICAN,COLORADO,08081
MOHAVE,0002,24386,REPUBLICAN,ARIZONA,04015
MOHAVE,2004,36794,REPUBLICAN,ARIZONA,04015
MOHAVE,2008,44333,REPUBLICAN,ARIZONA,04015
MOHAVE,2012,49168,REPUBLICAN,ARIZONA,04015
MOHAVE,2016,58282,REPUBLICAN,ARIZONA,04015
MOHAVE,2020,56914,REPUBLICAN,ARIZONA,04015
MONITEAU,0002,3764,REPUBLICAN,MISSOURI,29135
MONITEAU,2004,4743,REPUBLICAN,MISSOURI,29135
MONITEAU,2008,4467,REPUBLICAN,MISSOURI,29135
MONITEAU,2012,4704,REPUBLICAN,MISSOURI,29135
MONITEAU,2016,5347,REPUBLICAN,MISSOURI,29135
MONITEAU,2020,5744,REPUBLICAN,MISSOURI,29135
MONMOUTH,0002,131476,DEMOCRAT,NEW JERSEY,34025
MONMOUTH,2004,163650,REPUBLICAN,NEW JERSEY,34025
MONMOUTH,2008,160433,REPUBLICAN,NEW JERSEY,34025
MONMOUTH,2012,147513,REPUBLICAN,NEW JERSEY,34025
MONMOUTH,2016,166723,REPUBLICAN,NEW JERSEY,34025
MONMOUTH,2020,191808,REPUBLICAN,NEW JERSEY,34025
MONO,0002,2296,REPUBLICAN,CALIFORNIA,06051
MONO,2004,2628,DEMOCRAT,CALIFORNIA,06051
MONO,2008,3093,DEMOCRAT,CALIFORNIA,06051
MONO,2012,2733,DEMOCRAT,CALIFORNIA,06051
MONO,2016,2773,DEMOCRAT,CALIFORNIA,06051
MONO,2020,4013,DEMOCRAT,CALIFORNIA,06051
MONONA,0002,2304,REPUBLICAN,IOWA,19133
MONONA,2004,2575,REPUBLICAN,IOWA,19133
MONONA,2008,2411,REPUBLICAN,IOWA,19133
MONONA,2012,2557,REPUBLICAN,IOWA,19133
MONONA,2016,3120,REPUBLICAN,IOWA,19133
MONONA,2020,2023,REPUBLICAN,IOWA,19133
MONONGALIA,2000,13595,REPUBLICAN,WEST VIRGINIA,54061
MONONGALIA,2004,17670,REPUBLICAN,WEST VIRGINIA,54061
MONONGALIA,2008,17060,DEMOCRAT,WEST VIRGINIA,54061
MONONGALIA,2012,16831,REPUBLICAN,WEST VIRGINIA,54061
MONONGALIA,2016,18432,REPUBLICAN,WEST VIRGINIA,54061
MONONGALIA,2020,20803,REPUBLICAN,WEST VIRGINIA,54061
MONROE,0002,161743,DEMOCRAT,NEW YORK,36055
MONROE,2000,23265,REPUBLICAN,PENNSYLVANIA,42089
MONROE,2004,168088,DEMOCRAT,NEW YORK,36055
MONROE,2008,207225,DEMOCRAT,NEW YORK,36055
MONROE,2012,185916,DEMOCRAT,NEW YORK,36055
MONROE,2016,188592,DEMOCRAT,NEW YORK,36055
MONROE,2020,225746,DEMOCRAT,NEW YORK,36055
MONTAGUE,2000,4951,REPUBLICAN,TEXAS,48337
MONTAGUE,2004,5910,REPUBLICAN,TEXAS,48337
MONTAGUE,2008,6245,REPUBLICAN,TEXAS,48337
MONTAGUE,2012,6549,REPUBLICAN,TEXAS,48337
MONTAGUE,2016,7526,REPUBLICAN,TEXAS,48337
MONTAGUE,2020,8615,REPUBLICAN,TEXAS,48337
MONTCALM,0002,12696,REPUBLICAN,MICHIGAN,26117
MONTCALM,2004,14968,REPUBLICAN,MICHIGAN,26117
MONTCALM,2008,13291,REPUBLICAN,MICHIGAN,26117
MONTCALM,2012,13621,REPUBLICAN,MICHIGAN,26117
MONTCALM,2016,16907,REPUBLICAN,MICHIGAN,26117
MONTCALM,2020,21815,REPUBLICAN,MICHIGAN,26117
MONTEREY,0002,67618,DEMOCRAT,CALIFORNIA,06053
MONTEREY,2004,75241,DEMOCRAT,CALIFORNIA,06053
MONTEREY,2008,88453,DEMOCRAT,CALIFORNIA,06053
MONTEREY,2012,82920,DEMOCRAT,CALIFORNIA,06053
MONTEREY,2016,89088,DEMOCRAT,CALIFORNIA,06053
MONTEREY,2020,113953,DEMOCRAT,CALIFORNIA,06053
MONTEZUMA,0002,6158,REPUBLICAN,COLORADO,08083
MONTEZUMA,2004,6988,REPUBLICAN,COLORADO,08083
MONTEZUMA,2008,6961,REPUBLICAN,COLORADO,08083
MONTEZUMA,2012,7401,REPUBLICAN,COLORADO,08083
MONTEZUMA,2016,7853,REPUBLICAN,COLORADO,08083
MONTEZUMA,2020,9306,REPUBLICAN,COLORADO,08083
MONTGOMERY,0002,232453,DEMOCRAT,MARYLAND,24031
MONTGOMERY,2000,177990,DEMOCRAT,PENNSYLVANIA,42091
MONTGOMERY,2004,273936,DEMOCRAT,MARYLAND,24031
MONTGOMERY,2008,314444,DEMOCRAT,MARYLAND,24031
MONTGOMERY,2012,323400,DEMOCRAT,MARYLAND,24031
MONTGOMERY,2016,357837,DEMOCRAT,MARYLAND,24031
MONTGOMERY,2020,319511,DEMOCRAT,PENNSYLVANIA,42091
MONTMORENCY,0002,2750,REPUBLICAN,MICHIGAN,26119
MONTMORENCY,2004,3300,REPUBLICAN,MICHIGAN,26119
MONTMORENCY,2008,2841,REPUBLICAN,MICHIGAN,26119
MONTMORENCY,2012,2928,REPUBLICAN,MICHIGAN,26119
MONTMORENCY,2016,3498,REPUBLICAN,MICHIGAN,26119
MONTMORENCY,2020,4171,REPUBLICAN,MICHIGAN,26119
MONTOUR,2000,3960,REPUBLICAN,PENNSYLVANIA,42093
MONTOUR,2004,4903,REPUBLICAN,PENNSYLVANIA,42093
MONTOUR,2008,4574,REPUBLICAN,PENNSYLVANIA,42093
MONTOUR,2012,4652,REPUBLICAN,PENNSYLVANIA,42093
MONTOUR,2016,5288,REPUBLICAN,PENNSYLVANIA,42093
MONTOUR,2020,5844,REPUBLICAN,PENNSYLVANIA,42093
MONTROSE,0002,9266,REPUBLICAN,COLORADO,08085
MONTROSE,2004,11218,REPUBLICAN,COLORADO,08085
MONTROSE,2008,12199,REPUBLICAN,COLORADO,08085
MONTROSE,2012,13552,REPUBLICAN,COLORADO,08085
MONTROSE,2016,14382,REPUBLICAN,COLORADO,08085
MONTROSE,2020,16770,REPUBLICAN,COLORADO,08085
MOODY,2000,1361,REPUBLICAN,SOUTH DAKOTA,46101
MOODY,2004,1790,REPUBLICAN,SOUTH DAKOTA,46101
MOODY,2008,1663,DEMOCRAT,SOUTH DAKOTA,46101
MOODY,2012,1535,REPUBLICAN,SOUTH DAKOTA,46101
MOODY,2016,1731,REPUBLICAN,SOUTH DAKOTA,46101
MOODY,2020,1951,REPUBLICAN,SOUTH DAKOTA,46101
MOORE,0002,19882,REPUBLICAN,NORTH CAROLINA,37125
MOORE,2000,4201,REPUBLICAN,TEXAS,48341
MOORE,2004,24714,REPUBLICAN,NORTH CAROLINA,37125
MOORE,2008,27314,REPUBLICAN,NORTH CAROLINA,37125
MOORE,2012,29495,REPUBLICAN,NORTH CAROLINA,37125
MOORE,2016,30490,REPUBLICAN,NORTH CAROLINA,37125
MOORE,2020,25281,REPUBLICAN,NORTH CAROLINA,37125
MORA,0002,1456,DEMOCRAT,NEW MEXICO,35033
MORA,2004,1876,DEMOCRAT,NEW MEXICO,35033
MORA,2008,2168,DEMOCRAT,NEW MEXICO,35033
MORA,2012,1955,DEMOCRAT,NEW MEXICO,35033
MORA,2016,1536,DEMOCRAT,NEW MEXICO,35033
MORA,2020,1745,DEMOCRAT,NEW MEXICO,35033
MOREHOUSE,0002,6641,REPUBLICAN,LOUISIANA,22067
MOREHOUSE,2004,7471,REPUBLICAN,LOUISIANA,22067
MOREHOUSE,2008,7258,REPUBLICAN,LOUISIANA,22067
MOREHOUSE,2012,6591,REPUBLICAN,LOUISIANA,22067
MOREHOUSE,2016,6502,REPUBLICAN,LOUISIANA,22067
MOREHOUSE,2020,6510,REPUBLICAN,LOUISIANA,22067
MORGAN,0002,25774,REPUBLICAN,ALABAMA,01103
MORGAN,2000,3639,REPUBLICAN,WEST VIRGINIA,54065
MORGAN,2004,32477,REPUBLICAN,ALABAMA,01103
MORGAN,2008,36014,REPUBLICAN,ALABAMA,01103
MORGAN,2012,35391,REPUBLICAN,ALABAMA,01103
MORGAN,2016,37486,REPUBLICAN,ALABAMA,01103
MORGAN,2020,39664,REPUBLICAN,ALABAMA,01103
MORRILL,0002,1597,REPUBLICAN,NEBRASKA,31123
MORRILL,2004,1755,REPUBLICAN,NEBRASKA,31123
MORRILL,2008,1725,REPUBLICAN,NEBRASKA,31123
MORRILL,2012,1681,REPUBLICAN,NEBRASKA,31123
MORRILL,2016,1802,REPUBLICAN,NEBRASKA,31123
MORRILL,2020,2113,REPUBLICAN,NEBRASKA,31123
MORRIS,0002,111066,REPUBLICAN,NEW JERSEY,34027
MORRIS,2000,2455,DEMOCRAT,TEXAS,48343
MORRIS,2004,135241,REPUBLICAN,NEW JERSEY,34027
MORRIS,2008,132331,REPUBLICAN,NEW JERSEY,34027
MORRIS,2012,124947,REPUBLICAN,NEW JERSEY,34027
MORRIS,2016,126071,REPUBLICAN,NEW JERSEY,34027
MORRIS,2020,153881,DEMOCRAT,NEW JERSEY,34027
MORRISON,0002,8197,REPUBLICAN,MINNESOTA,27097
MORRISON,2004,9698,REPUBLICAN,MINNESOTA,27097
MORRISON,2008,9735,REPUBLICAN,MINNESOTA,27097
MORRISON,2012,10159,REPUBLICAN,MINNESOTA,27097
MORRISON,2016,12925,REPUBLICAN,MINNESOTA,27097
MORRISON,2020,14821,REPUBLICAN,MINNESOTA,27097
MORROW,0002,7842,REPUBLICAN,OHIO,39117
MORROW,2000,2224,REPUBLICAN,OREGON,41049
MORROW,2004,10475,REPUBLICAN,OHIO,39117
MORROW,2008,10067,REPUBLICAN,OHIO,39117
MORROW,2012,9865,REPUBLICAN,OHIO,39117
MORROW,2016,11948,REPUBLICAN,OHIO,39117
MORROW,2020,14077,REPUBLICAN,OHIO,39117
MORTON,0002,6993,REPUBLICAN,NORTH DAKOTA,38059
MORTON,2004,8325,REPUBLICAN,NORTH DAKOTA,38059
MORTON,2008,7869,REPUBLICAN,NORTH DAKOTA,38059
MORTON,2012,8680,REPUBLICAN,NORTH DAKOTA,38059
MORTON,2016,11336,REPUBLICAN,NORTH DAKOTA,38059
MORTON,2020,12243,REPUBLICAN,NORTH DAKOTA,38059
MOTLEY,2000,514,REPUBLICAN,TEXAS,48345
MOTLEY,2004,564,REPUBLICAN,TEXAS,48345
MOTLEY,2008,522,REPUBLICAN,TEXAS,48345
MOTLEY,2012,538,REPUBLICAN,TEXAS,48345
MOTLEY,2016,566,REPUBLICAN,TEXAS,48345
MOTLEY,2020,604,REPUBLICAN,TEXAS,48345
MOULTRIE,0002,3058,REPUBLICAN,ILLINOIS,17139
MOULTRIE,2004,4028,REPUBLICAN,ILLINOIS,17139
MOULTRIE,2008,3471,REPUBLICAN,ILLINOIS,17139
MOULTRIE,2012,3784,REPUBLICAN,ILLINOIS,17139
MOULTRIE,2016,4455,REPUBLICAN,ILLINOIS,17139
MOULTRIE,2020,4964,REPUBLICAN,ILLINOIS,17139
MOUNTRAIL,0002,1466,REPUBLICAN,NORTH DAKOTA,38061
MOUNTRAIL,2004,1527,REPUBLICAN,NORTH DAKOTA,38061
MOUNTRAIL,2008,1477,DEMOCRAT,NORTH DAKOTA,38061
MOUNTRAIL,2012,1962,REPUBLICAN,NORTH DAKOTA,38061
MOUNTRAIL,2016,2582,REPUBLICAN,NORTH DAKOTA,38061
MOUNTRAIL,2020,2824,REPUBLICAN,NORTH DAKOTA,38061
MOWER,0002,10693,DEMOCRAT,MINNESOTA,27099
MOWER,2004,12334,DEMOCRAT,MINNESOTA,27099
MOWER,2008,11605,DEMOCRAT,MINNESOTA,27099
MOWER,2012,11129,DEMOCRAT,MINNESOTA,27099
MOWER,2016,8823,REPUBLICAN,MINNESOTA,27099
MOWER,2020,10025,REPUBLICAN,MINNESOTA,27099
MUHLENBERG,0002,6295,DEMOCRAT,KENTUCKY,21177
MUHLENBERG,2004,6749,REPUBLICAN,KENTUCKY,21177
MUHLENBERG,2008,6447,REPUBLICAN,KENTUCKY,21177
MUHLENBERG,2012,7762,REPUBLICAN,KENTUCKY,21177
MUHLENBERG,2016,9393,REPUBLICAN,KENTUCKY,21177
MUHLENBERG,2020,10496,REPUBLICAN,KENTUCKY,21177
MULTNOMAH,2000,188441,DEMOCRAT,OREGON,41051
MULTNOMAH,2004,259585,DEMOCRAT,OREGON,41051
MULTNOMAH,2008,279696,DEMOCRAT,OREGON,41051
MULTNOMAH,2012,274887,DEMOCRAT,OREGON,41051
MULTNOMAH,2016,292561,DEMOCRAT,OREGON,41051
MULTNOMAH,2020,367249,DEMOCRAT,OREGON,41051
MURRAY,0002,5539,REPUBLICAN,GEORGIA,13213
MURRAY,2000,2609,REPUBLICAN,OKLAHOMA,40099
MURRAY,2004,7745,REPUBLICAN,GEORGIA,13213
MURRAY,2008,8180,REPUBLICAN,GEORGIA,13213
MURRAY,2012,8443,REPUBLICAN,GEORGIA,13213
MURRAY,2016,10341,REPUBLICAN,GEORGIA,13213
MURRAY,2020,7689,REPUBLICAN,GEORGIA,13213
MUSCATINE,0002,8058,DEMOCRAT,IOWA,19139
MUSCATINE,2004,9542,DEMOCRAT,IOWA,19139
MUSCATINE,2008,10920,DEMOCRAT,IOWA,19139
MUSCATINE,2012,11323,DEMOCRAT,IOWA,19139
MUSCATINE,2016,9584,REPUBLICAN,IOWA,19139
MUSCATINE,2020,6687,DEMOCRAT,IOWA,19139
MUSCOGEE,0002,28193,DEMOCRAT,GEORGIA,13215
MUSCOGEE,2004,32867,DEMOCRAT,GEORGIA,13215
MUSCOGEE,2008,44158,DEMOCRAT,GEORGIA,13215
MUSCOGEE,2012,42573,DEMOCRAT,GEORGIA,13215
MUSCOGEE,2016,39851,DEMOCRAT,GEORGIA,13215
MUSCOGEE,2020,25227,DEMOCRAT,GEORGIA,13215
MUSKEGON,0002,37865,DEMOCRAT,MICHIGAN,26121
MUSKEGON,2004,44282,DEMOCRAT,MICHIGAN,26121
MUSKEGON,2008,53821,DEMOCRAT,MICHIGAN,26121
MUSKEGON,2012,44436,DEMOCRAT,MICHIGAN,26121
MUSKEGON,2016,37304,DEMOCRAT,MICHIGAN,26121
MUSKEGON,2020,45643,DEMOCRAT,MICHIGAN,26121
MUSKINGUM,0002,17995,REPUBLICAN,OHIO,39119
MUSKINGUM,2004,22251,REPUBLICAN,OHIO,39119
MUSKINGUM,2008,20549,REPUBLICAN,OHIO,39119
MUSKINGUM,2012,19264,REPUBLICAN,OHIO,39119
MUSKINGUM,2016,24056,REPUBLICAN,OHIO,39119
MUSKINGUM,2020,27867,REPUBLICAN,OHIO,39119
MUSKOGEE,2000,12520,DEMOCRAT,OKLAHOMA,40101
MUSKOGEE,2004,15124,REPUBLICAN,OKLAHOMA,40101
MUSKOGEE,2008,15289,REPUBLICAN,OKLAHOMA,40101
MUSKOGEE,2012,13404,REPUBLICAN,OKLAHOMA,40101
MUSKOGEE,2016,15043,REPUBLICAN,OKLAHOMA,40101
MUSKOGEE,2020,12899,REPUBLICAN,OKLAHOMA,40101
MUSSELSHELL,0002,1582,REPUBLICAN,MONTANA,30065
MUSSELSHELL,2004,1663,REPUBLICAN,MONTANA,30065
MUSSELSHELL,2008,1581,REPUBLICAN,MONTANA,30065
MUSSELSHELL,2012,1833,REPUBLICAN,MONTANA,30065
MUSSELSHELL,2016,1967,REPUBLICAN,MONTANA,30065
MUSSELSHELL,2020,2423,REPUBLICAN,MONTANA,30065
NACOGDOCHES,2000,13145,REPUBLICAN,TEXAS,48347
NACOGDOCHES,2004,14160,REPUBLICAN,TEXAS,48347
NACOGDOCHES,2008,14828,REPUBLICAN,TEXAS,48347
NACOGDOCHES,2012,13925,REPUBLICAN,TEXAS,48347
NACOGDOCHES,2016,14771,REPUBLICAN,TEXAS,48347
NACOGDOCHES,2020,17378,REPUBLICAN,TEXAS,48347
NANCE,0002,1105,REPUBLICAN,NEBRASKA,31125
NANCE,2004,1237,REPUBLICAN,NEBRASKA,31125
NANCE,2008,1116,REPUBLICAN,NEBRASKA,31125
NANCE,2012,1106,REPUBLICAN,NEBRASKA,31125
NANCE,2016,1261,REPUBLICAN,NEBRASKA,31125
NANCE,2020,1437,REPUBLICAN,NEBRASKA,31125
NANTUCKET,0002,2874,DEMOCRAT,MASSACHUSETTS,25019
NANTUCKET,2004,3608,DEMOCRAT,MASSACHUSETTS,25019
NANTUCKET,2008,4073,DEMOCRAT,MASSACHUSETTS,25019
NANTUCKET,2012,3830,DEMOCRAT,MASSACHUSETTS,25019
NANTUCKET,2016,4146,DEMOCRAT,MASSACHUSETTS,25019
NANTUCKET,2020,5241,DEMOCRAT,MASSACHUSETTS,25019
NAPA,0002,28097,DEMOCRAT,CALIFORNIA,06055
NAPA,2004,33666,DEMOCRAT,CALIFORNIA,06055
NAPA,2008,38849,DEMOCRAT,CALIFORNIA,06055
NAPA,2012,35870,DEMOCRAT,CALIFORNIA,06055
NAPA,2016,39199,DEMOCRAT,CALIFORNIA,06055
NAPA,2020,49817,DEMOCRAT,CALIFORNIA,06055
NASH,0002,17995,REPUBLICAN,NORTH CAROLINA,37127
NASH,2004,21902,REPUBLICAN,NORTH CAROLINA,37127
NASH,2008,23728,REPUBLICAN,NORTH CAROLINA,37127
NASH,2012,24313,DEMOCRAT,NORTH CAROLINA,37127
NASH,2016,23319,REPUBLICAN,NORTH CAROLINA,37127
NASH,2020,18614,REPUBLICAN,NORTH CAROLINA,37127
NASSAU,0002,341610,DEMOCRAT,NEW YORK,36059
NASSAU,2004,317283,DEMOCRAT,NEW YORK,36059
NASSAU,2008,342067,DEMOCRAT,NEW YORK,36059
NASSAU,2012,294661,DEMOCRAT,NEW YORK,36059
NASSAU,2016,326088,DEMOCRAT,NEW YORK,36059
NASSAU,2020,396504,DEMOCRAT,NEW YORK,36059
NATCHITOCHES,0002,7332,REPUBLICAN,LOUISIANA,22069
NATCHITOCHES,2004,9261,REPUBLICAN,LOUISIANA,22069
NATCHITOCHES,2008,9054,REPUBLICAN,LOUISIANA,22069
NATCHITOCHES,2012,9077,REPUBLICAN,LOUISIANA,22069
NATCHITOCHES,2016,8968,REPUBLICAN,LOUISIANA,22069
